Author,Reference,Number of Subjects, Cohort,Mean Body mass index (kg/m2),Deviation standard of BMI,Number of Female Subjects,Mean Age,Deviation standard of Age,Medical treatament protocol,Statiscal Analysis,Plasmatic enteropeptide reagents,Caloric protocol Do not use as a caloric test,Cohorts,Caloric test,Kcal of the Caloric test,TOTAL GHRELIN,Time,Pmol/L,,ACYLATED GHRELIN,Time,Pmol/L,,TOTAL GIP,Time,Pmol/L,,ACTIVE GIP,Time,Pmol/L,,TOTAL GLP-1,Time,Pmol/L,,ACTIVE GLP-1,Time,Pmol/L,,TOTAL PYY,Time,Pmol/L,,,PYY3-36,Time,Pmol/L,,,Insulin,Time,Pmol/L,,Glucagon,Time,Pmol/L,,Glucose,Time,mmol/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DeBenedictis 2020,"DeBenedictis JN, Nymo S, Ollestad KH, Boyesen GA, Rehfeld JF, Holst JJ, Truby H, Kulseng B, Martins C. Changes in the Homeostatic Appetite System After Weight Loss Reflect a Normalization Toward a Lower Body Weight. J Clin Endocrinol Metab. 2020 Jul 1;105(7):e2538–46. doi: 10.1210/clinem/dgaa202. PMID: 32301981; PMCID: PMC7250208.",33,No obesity-No T2DM Cohort,24.8,0.4,16,38.9,2.0,"In this study, reduced-obese individuals, who had previously lost 17% of their body weight (through an 8-week very-low-energy diet [VLED] followed by a 4-week refeeding and weight stabilization phase and a 1-year WL maintenance program), were compared with a nonobese FM- and FFM-matched control group. Measurements in reduced-obese individuals were taken at baseline (before WL), at week 13, and 1 year. Data from 34 healthy adults with obesity (body mass index [BMI]: 34.3 ± 2.8 kg/m2) who had participated in a previous WL study (12) were used for this analysis. Thirty-three nonobese controls (18.5 < BMI < 29 kg/m2) were recruited via online and newspaper advertising in Trondheim, Norway. The study was approved by the regional ethics committee (Ref., 2012/1901) and conducted according to the guidelines laid down in the Declaration of Helsinki. All participants provided written informed consent before commencement. All participants at recruitment were required to be weight stable (< 2 kg body weight change over the past 3 months), not currently dieting to lose weight, and with a sedentary life-style (engaging in < 150 minutes/week of physical activity of at least moderate intensity) (13). Because of the known effect of the phase of the menstrual cycle on appetite, females had to be postmenopausal or taking hormonal contraceptives (14). Exclusion criteria were pregnancy, breastfeeding, and clinically significant illness including diabetes, polycystic ovarian syndrome, hyper-/hypothyroidism, previous WL surgery, and/or medication known to affect appetite/metabolism or induce WL. The dietary protocol and study design which resulted in the WL has been fully described elsewhere (12). In brief, participants were provided with a VLED for 8 consecutive weeks (Allevo, Karo Pharma AS, Sweden) with an energy intake of 2302/2763 kJ (550/660 kcal) per day for females and males, respectively (macronutrient composition: carbohydrates 42%, protein 36%, fat 18%, and fiber 4%). No-energy fluids were allowed ad libitum. Intake of low-starch vegetables (max-imum 100 g/day) were encouraged. At week 9, participants were gradually reintroduced to normal food, whereas reducing intake of the VLED products for 4 weeks aiming at weight stabilization (there was no change in body weight between weeks 9 and 13: -0.3 ± 2.6 kg, P = 0.487). An individual diet plan was prescribed by a trained dietitian tailored to indi idual energy requirements, with 15% to 20% protein, 20% to 30% fat, and 50% to 60% carbohydrates, aimed at weight stabilization. This was followed by a 1-year multidisciplinary weight maintenance program","Statistical analysis was performed with SPSS, version 22 (SPSS Inc., Chicago, IL), and data presented as mean ± SEM, except for baseline anthropometric data, where mean ± SD was used. Statistical significance was set at P < 0.05. All data (anthropometrics, subjective appetite feelings, and plasma concentration of appetite-related hormones, both in the fasting state and after the standardized breakfast [as area under the curve—AUC]) were analyzed using linear mixed-effects models with restricted maximum-likelihood estimation. To enable estimation of changes over time in the group with obesity and the 1 observation for the control group within the same model, the model was based on a categorical variable with 4 levels: 1 through 3 for the obese group (baseline. week 13, and 1 year, respectively), and 10 for the control group (baseline). The comparisons of interest were calculated from linear combinations of the estimated means for each of these 4 categories. Within-subject correlations were accounted for by random subject-specific intercepts in the linear mixed-models. Bonferroni correction was used for post hoc pairwise comparisons: nonobese vs obese (t =1,2,3) + obese (t1-2, t1-3, t2-3); therefore, 6 comparisons. The term “changes over time” refers, therefore, to changes within the obese group (baseline, week 13, and 1 year). AUC for subjective appetite feelings and plasma concentration of appetite-related hormones was calculated from 0 to 150 minutes after the standardized breakfast, using the trapezoid rule and positive incremental AUC (iAUC) presented, as it adjusts for fasting values presented, this was used as it adjusts for fasting values.” Adjusting for menopausal status did not change the study outcomes and, therefore, we decided not include this variable in our linear mixed-effects models.","Subjective appetite feelings (hunger, fullness, desire to eat, and prospective food consumption [PFC]) were measured using a validated 10-cm visual analog scale
(15) and blood samples were collected in the fasting state and every 30 minutes (0, 30, 60, 90, 120, and 150 minutes) after a standardized breakfast (2512 kJ [600 kcal]: 17% protein, 35% fat, and 48% carbohydrates), for a period of 2.5 hours. Plasma samples were analyzed for active ghrelin, total PYY, and active GLP-1 using a Human Metabolic Hormone Magnetic Bead Panel (LINCOplex Kit, Millipore, St Louis, MO). Total GLP-1 and CCK were measured using “in-house” radioimmunoassay methods (16, 17) and PYY3-36 was measured with a commercial radioimmunoassay (Millipore). The intra- and inter-assay coefficients of variation were < 10% and < 15% for ghrelin, active GLP-1, total PYY, and PYY3-36; and < 5% and < 15% for total GLP-1 and CCK, respectively. Blood samples were collected in EDTA-coated tubes. One milliliter of whole blood was then transferred into a micro tube and a 20 μL mixture of inhibitors (10 μL of Pefabloc [Roche Diagnostic, Germany] + 10 μL DPP-IV inhibitor [Merck Millipore, Germany]) was added. For CCK, total GLP-1 and PYY3-36 analysis, aprotinin (DSM, Coatech AB, Kaiseraugst, Switzerland) (500 KIU/mL whole blood) was added to the EDTA tube. Samples were then centrifuged at 3200 rpm for 10 minutes at 18°C and the plasma frozen at −80°C until further analysis. All the samples from the same participant were analyzed in the same batch. The analysis was performed by the same technician, except for CCK and total GLP-1, which were analyzed at the University of Copenhagen, Denmark.",Standardized breakfast (2512 kJ [600 kcal]: 17% protein. 35% fat. and 48% carbohydrates). for a period of 2.5 hours.,No obesity-No T2DM Cohort,Solid Mixed Meal Test,600 Kcal,,,,,ACYLATED GHRELIN,Time,Pmol/L,,,,,,,,,,TOTAL GLP-1,Time,Pmol/L,,ACTIVE GLP-1,Time,Pmol/L,,TOTAL PYY,Time,mmol/L,,,PYY 3-36,Time,Pmol/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,0,238.33,,,,,,,,,,,0,26.20,,,0,3.87,,,0,108.70,,,,0,42.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,15,208.14,,,,,,,,,,,15,30.21,,,15,11.76,,,15,125.96,,,,15,48.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,30,177.30,,,,,,,,,,,30,33.16,,,30,19.95,,,30,145.61,,,,30,55.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,60,142.61,,,,,,,,,,,60,35.12,,,60,20.30,,,60,145.96,,,,60,57.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,90,151.61,,,,,,,,,,,90,36.71,,,90,23.77,,,90,153.68,,,,90,57.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,120,166.38,,,,,,,,,,,120,38.37,,,120,24.92,,,120,163.86,,,,120,63.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,150,195.29,,,,,,,,,,,150,33.50,,,150,19.90,,,150,154.4,,,,150,62.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Verdich 2001,"Verdich C, Toubro S, Buemann B, Lysgård Madsen J, Juul Holst J, Astrup A. The role of postprandial releases of insulin and incretin hormones in meal-induced satiety--effect of obesity and weight reduction. Int J Obes Relat Metab Disord. 2001 Aug;25(8):1206-14. doi: 10.1038/sj.ijo.0801655. PMID: 11477506.",19,Obesity Cohort,38.7,,,35.0,,,After 12 h fasting and abstinence from water since midnight the subjects arrived. using motorised transportation. at the Department of Clinical Physiology and Nuclear Medicine at around 8:30 a.m. Between 9:00 and 9:30 a standardised. solid test-meal. consisting of a sandwich of 135 g wheat bread with omelet as ®lling. with 200 ml tap water. was served. The 2.5 MJ meal consisted of 20 E% (percentage energy) protein. 50 E% carbohydrate and 30 E% fat. with an energy density of 9.0 kJag. To estimate the rate of gastric emptying approximately 60 Mbq of 99mTc-labeled sulfur colloid was added to the omelet immediately before cooking. Images were acquired for 120 s every 30 min during the following 3 h (for details see Verdich et al22). Blood samples were taken in the fasting state and 15. 30. 45. 60. 90. 120. 150 and 180 min after consumption of the test meal. Visual analogue scales (VAS) were used to assess appetite sensations in the fasting state. at half-hour intervals throughout the 3 h post test meal and after termination of the ad libitum meal.7 Three hours and 10 ± 15 min after the test meal the subjects were served an ad libitum lunch consisting of a homogeneous salad made from cold boiled pasta. sliced ham. cheese. red pepper. green peas and dressing. with an energy density of 7 kJag with 16.4 E% protein. 48.1 E% carbohydrate and 35.5 E% fat. The lunch was served in a separate room. The subjects were separated by screens so that they could not see each other. They were instructed not to speak to each other. A large bowl of pasta salad. a bottle of water. and an empty plate were placed in front of each subject. The subjects were instructed to drink as much as they wanted. to take as many helpings of the salad as they liked. and to stop eating when they felt pleasantly satiated. The subjects were fully aware of the purpose of the experiment. The computer database of foods from the National Food Agency of Denmark (Dankost 2.0. Danish Food Tables 1989) was used to calculate the energy and nutrient composition of the meals and diets. The overall 3 h gastric emptying rate was calculated separately for each subject by linear regression on the six repeated measures of percentage of initial gastric content (StatView SE GraphicsP). Anthropometrical measures. fasting concentrations. total and incremental area under curve (AUC(0-180)) for hormones and metabolites. measures of appetite and initial and 3 h emptying rates were compared by t-test for independent samples (lean vs obese) and paired t-test (obese before and after weight loss) (SPSS 8.0. 9.0 and 10.0 for Windows). Finally. the hypothesis that postprandial AUCtotal. GLP-1 increases gradually when overweight is reduced (obese `reduced obese `lean) was tested by the non-parametric Jonckheere ± Terpstra test. In this test it was not possible to take into account the fact that the obese and reduced obese were the same subjects. However. since the null-hypothesis (Ho) is that there is no difference between the two neighboring measurements this will increase the risk of a type II error. For all statistical tests the level of signi®cance was set to P `0.05.,Venous blood was drawn without stasis through an indwelling antecubital cannula into syringes (VasculetteI. Greiner Labortechnic). Samples to be analysed for non-esteri®ed fatty acids (NEFA). GIP and GLP-1 were taken into iced syringes and were kept on ice until centrifugation. Syringes contained EDTA K3asodium-¯uoride for glucose samples. and EDTA and NEFA. GIP and GLP-1 samples. No anti-coagulants were added to the syringe for insulin samples. All samples were centrifuged for 10 min at 2800 g at 4 C. The supernatant was transferred into plastic tubes and kept at720 C until analysis. This was performed within 30 ± 60 min. Plasma NEFA was quanti®ed by an enzymatic colorimetric method (Wako NEFA test kit. NEFA C. ACS-ACOD Method. code no. 994-75409 E). Plasma concentrations of glucose were determined by end point analysis with MPR3 Gluco-QuantI. Glucosea HK Kinetic 1442457 (Boehringer & Manheim GmbH) with the hexokinaseaG6P-DH method. analysed on a Cobas Mira (Rosche Diagnostic System). Serum concentration of insulin was determined on an Auto Del®a Fluriometer 1332 by direct immuno¯uorimetric sandwich technique with Auto DELFIA (TM) insulin kit B080-101 (Wallac Denmark AaS). Plasma GIP and GLP-1 concentrations were measured after extraction of plasma with 70% ethanol (volavol. ®nal concentration). For the GIP radioimmunoassay23 we used the C-terminally directed antiserum R65. which reacts fully with human GIP but not with the so-called GIP 8000. the chemical nature of which and its relationship to GIP secretion are uncertain. Human GIP and 125-I human GIP (70 MBqanmol) were used for standards and tracer. The plasma concentrations of GLP-1 were measured24 against standards of synthetic GLP-1 (7-36) amide using antiserum code no. 89390. which is speci®c for the amidated C-terminus of GLP-1 and therefore does not react with GLP-1-containing peptides from the pancreas. The results of the assay accurately re¯ect the rate of secretion of GLP-1 because the assay measures the sum of intact GLP-1 and the primary metabolite. GLP-1 (9-36) amide. into which GLP-1 is rapidly  converted.25 For both assays sensitivity was below 1 pmolal. intra-assay coef®cient of variation was below 6% at 20 pmolal. and recovery of standard. added to plasma before extraction. was about 100% when corrected for losses inherent in the plasma extraction procedure. Determination of GLP-1 and GIP in blood samples was carried out in three separate runs over 15 months. For example. blood samples taken prior to the weight loss in obese subjects were analysed separately from the blood samples taken after the weight loss. In order to investigate the reproducibility between the two sets of results. we repeated analysis for GLP-1 in blood samples taken before the weight loss in 10 obese subjects together with blood samples taken after the weight loss. The values from the second analysis were not signi®cantly lower than values from the ®rst analysis ((P 0.11). in a two-factor repeated measurement ANOVA).,Between 9:00 and 9:30 a standardised. solid test-meal. consisting of a sandwich of 135 g wheat bread with omelet as ®lling. with 200 ml tap water. was served. The 2.5 MJ meal consisted of 20 E% (percentage energy) protein. 50 E% carbohydrate and 30 E% fat. with an energy density of 9.0 kJag.,Obesity Cohort,Solid Mixed Meal Test,597 Kcal,,,,,,,,,TOTAL GIP,Time,Pmol/L,,,,,,TOTAL GLP-1,Time,Pmol/L,,,,,,,,,,,,,,,,Insulin,Time,Pmol/L,,,,,,Glucose,Time,mmol/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0,9.57,,,,,,,0,9.63,,,,,,,,,,,,,,,,,0,641.46,,,,,,,0,3.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,15,19.29,,,,,,,15,11.84,,,,,,,,,,,,,,,,,15,1167.96,,,,,,,15,4.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,30,55.30,,,,,,,30,16.90,,,,,,,,,,,,,,,,,30,3191.16,,,,,,,30,5.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,60,76.64,,,,,,,60,17.13,,,,,,,,,,,,,,,,,60,5390.94,,,,,,,60,6.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,90,72.10,,,,,,,90,16.91,,,,,,,,,,,,,,,,,90,5374.80,,,,,,,90,5.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,120,66.89,,,,,,,120,17.49,,,,,,,,,,,,,,,,,120,4114.50,,,,,,,120,5.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,150,54.13,,,,,,,150,17.85,,,,,,,,,,,,,,,,,150,2854.20,,,,,,,150,4.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,180,40.30,,,,,,,180,15.75,,,,,,,,,,,,,,,,,180,1632.84,,,,,,,180,3.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aukan 2022,Aukan MI. Nymo S. Haagensli Ollestad K. Akersveen Boyesen G. DeBenedictis JN. Rehfeld JF. Coutinho S. Martins C. Differences in gastrointestinal hormones and appetite ratings among obesity classes. Appetite. 2022 Apr 1;171:105940. doi: 10.1016/j.appet.2022.105940. Epub 2022 Jan 19. PMID: 35063622.,98,Obesity Cohort,36.8,4.1,54,42.4,9.8,"This manuscript reports a secondary analysis of the “Weight loss maintenance and compensatory mechanisms activated with a very-low energy diet (VLED)” study, approved by the Norwegian regional ethics committee (Ref., 2012/1901), registered in clinicaltrials.gov (NCT01834859), and conducted according to the guidelines laid down in the Declaration of Helsinki. The main findings have already been published (Nymo et al., 2017, 2018). Adults (18–65 year) with obesity (BMI: ≥30 kg/m2), and a control group (BMI: 18.5–29.9 kg/m2) were recruited via newspaper advertising serving the community of Trondheim, Norway. All participants provided written informed consent before commencement. At recruitment, all participants were required to be weight stable (<2 kg body weight change over the past 3 months), not currently dieting to lose weight, and have a sedentary lifestyle (engaging in <150 min/week of physical activity of at least moderate intensity) (Haskell et al., 2007). The study excluded pregnant or breastfeeding women and those with clinically significant illnesses, including diabetes, previous weight loss surgery, and/or taking medication known to affect appetite or induce weight loss",The statistical analysis was carried out using SPSS. version 26 (SPSS Inc.. Chicago. IL). Data are presented as estimated marginal means ± SEM. unless otherwise stated. Due to the large number of tests. the significance level was reduced to P < 0.01. in order to account for increased risk of type-1 error. Two separate general linear models were performed to compare GI hormones and subjective appetite ratings among different BMI classes. presented as estimated marginal means. One model compared individuals with obesity class I. II. and III. and a second model compared individuals with obesity (and its subclasses) with controls (a total of 6 comparisons). Residuals were checked for normality with Shapiro Wilk test and did not deviate significantly from normality. Plasma concentration of GI hormones and appetite ratings were analyzed as dependent variables. with BMI group as a fixed factor. Covariates known to affect appetite (age. sex and physical activity) were added to both models. and Bonferroni correction was used for post-hoc pairwise comparisons. The trapezoidal rule was applied to calculate total area under the curve (tAUC) and incremental area under the curve (iAUC) from 0 to 150 min. A linear mixed model was run to look at changes in plasma concentrations of GI hormones over the sampling time period (0. 30. 60. 90. 120 and 150 min) in each group. using Bonferroni correction for post-hoc pairwise comparisons. Spearman correlation was used to investigate the association between BMI and the different appetite variables.,VAS and blood samples were collected in the fasting state. immediately after a fixed breakfast meal (VAS only). (2512 kJ [600 kcal]: 17% protein. 35% fat. and 48% carbohydrates) and every 30 min for a period of 2.5 h. Plasma samples were analyzed for acylated ghrelin. active GLP-1. total PYY and insulin using a Human Metabolic Hormone Magnetic Bead Panel (LINCOplex Kit. Millipore. St Louis. MO). The cross-reactivity between antibodies and any of the other analytes in this panel is non-detectable or negligible. CCK was analyzed using an “in-house” radioimmunoassay (Rehfeld. 1998). Intra- and inter-assays CV were <10% and <20% for acylated ghrelin. GLP-1 and PYY; <10% and <15% for insulin and <5% and <15% for CCK. respectively. Blood samples were collected in 4 ml EDTA-coated tubes. One milliliter of whole blood was then transferred into a micro tube and a 20 μL mixture of inhibitor (10 μL of Pefabloc [Roche Diagnostic. Germany] +10 μL dipeptidyl-peptidase IV inhibitor [Merck Millipore. Germany]) was added. For CCK. 500 KIU aprotinin (DSM. Coatech AB. Kaiseraugst. Switzerland)/mL whole blood was added to the EDTA tube. Samples were then centrifuged at 2106 RCF for 10 min at 18 ◦C and the plasma frozen at − 80 ◦C until further analysis. All the samples from the same participant were analyzed in the same plate. The analyses were performed by the same technician. except for CCK. which was analyzed at the University of Copenhagen. Denmark.,fixed breakfast meal (VAS only). (2512 kJ [600 kcal]: 17% protein. 35% fat. and 48% carbohydrates),Obesity Cohort,Solid Mixed Meal Test,600 Kcal,,,,,ACYLATED GHRELIN,Time,Pmol/L,,,,,,,,,,,,,,ACTIVE GLP-1,Time,Pmol/L,,TOTAL PYY,Time,Pmol/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,0,30.18,,,,,,,,,,,,,,,0,3.00,,,0,11.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,15,26.10,,,,,,,,,,,,,,,15,4.10,,,15,13.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
